"ref_area","ref_area.label","source","source.label","indicator","indicator.label","time","obs_value","note_indicator","note_indicator.label","note_source","note_source.label"
"MNG","Mongolia","EA:1429","OE - Official Estimates","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",39.82,,,,
"MNG","Mongolia","EA:1429","OE - Official Estimates","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",39.63,,,,
"MNG","Mongolia","EA:1429","OE - Official Estimates","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",42.16,,,,
"MNG","Mongolia","EA:1429","OE - Official Estimates","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",45.48,,,,
"MNG","Mongolia","EA:1429","OE - Official Estimates","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",44.53,,,,
"MOZ","Mozambique","XX:16052","OS - Estimations based on administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",12.49,,,,
"MRT","Mauritania","BA:3506","LFS - National Reference Survey on Employment and Informal Sector","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",10.36,,,,
"MUS","Mauritius","FI:81","ADM-RWO - Ministry of Labour, Industrial Relations and Employment, Registrar of Associations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",27.68,,,,
"MUS","Mauritius","FI:81","ADM-RWO - Ministry of Labour, Industrial Relations and Employment, Registrar of Associations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",27.86,,,,
"MUS","Mauritius","FI:81","ADM-RWO - Ministry of Labour, Industrial Relations and Employment, Registrar of Associations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",28.17,,,,
"MUS","Mauritius","FI:81","ADM-RWO - Ministry of Labour, Industrial Relations and Employment, Registrar of Associations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",28.07,,,,
"MUS","Mauritius","FI:81","ADM-RWO - Ministry of Labour, Industrial Relations and Employment, Registrar of Associations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",27.05,,,,
"MUS","Mauritius","FI:81","ADM-RWO - Ministry of Labour, Industrial Relations and Employment, Registrar of Associations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",27.1,,,,
"MUS","Mauritius","FI:81","ADM-RWO - Ministry of Labour, Industrial Relations and Employment, Registrar of Associations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",23.03,,,,
"MWI","Malawi","BA:1448","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",8.85,,,,
"MYS","Malaysia","XX:8295","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",8.7,,,,
"MYS","Malaysia","XX:8295","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",8.68,,,,
"MYS","Malaysia","XX:8295","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",8.81,,,,
"MYS","Malaysia","XX:8295","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",8.78,,,,
"MYS","Malaysia","XX:8295","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",8.91,,,,
"MYS","Malaysia","XX:8295","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",9.08,,,,
"MYS","Malaysia","XX:8295","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",9.25,,,,
"MYS","Malaysia","XX:8295","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",8.44,,,,
"MYS","Malaysia","XX:8295","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",9.12,,,,
"NAM","Namibia","BA:1468","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",18.3,,,,
"NAM","Namibia","BA:1468","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",17.61,,,,
"NER","Niger","EA:728","OE - Official Estimates on Employment","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",27,,,,
"NIC","Nicaragua","FX:646","ADM - Administrative Records of the Trade Unions' Directorates","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",5.3,,,,
"NLD","Netherlands","FX:6365","ADM - Records of the Ministry of Social Affairs and Employment","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",15.39,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NLD","Netherlands","FX:6365","ADM - Records of the Ministry of Social Affairs and Employment","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",16.51,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NLD","Netherlands","FX:6365","ADM - Records of the Ministry of Social Affairs and Employment","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",16.8,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NLD","Netherlands","FX:6365","ADM - Records of the Ministry of Social Affairs and Employment","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",17.32,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NLD","Netherlands","FX:6365","ADM - Records of the Ministry of Social Affairs and Employment","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",17.72,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NLD","Netherlands","FX:6365","ADM - Records of the Ministry of Social Affairs and Employment","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",18.13,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NLD","Netherlands","FX:6365","ADM - Records of the Ministry of Social Affairs and Employment","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",18.21,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NLD","Netherlands","FX:6365","ADM - Records of the Ministry of Social Affairs and Employment","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",18.85,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NLD","Netherlands","FX:6365","ADM - Records of the Ministry of Social Affairs and Employment","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",19.34,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NLD","Netherlands","FX:6365","ADM - Records of the Ministry of Social Affairs and Employment","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",19.28,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NOR","Norway","FX:639","ADM - Records of associations of wage earners and employers' associations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",50.4,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NOR","Norway","FX:639","ADM - Records of associations of wage earners and employers' associations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",49.88,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NOR","Norway","FX:639","ADM - Records of associations of wage earners and employers' associations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",49.98,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NOR","Norway","FX:639","ADM - Records of associations of wage earners and employers' associations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",49.99,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NOR","Norway","FX:639","ADM - Records of associations of wage earners and employers' associations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",49.78,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NOR","Norway","FX:639","ADM - Records of associations of wage earners and employers' associations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",50.07,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NOR","Norway","FX:639","ADM - Records of associations of wage earners and employers' associations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",49.82,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NOR","Norway","FX:639","ADM - Records of associations of wage earners and employers' associations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",49.93,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NOR","Norway","FX:639","ADM - Records of associations of wage earners and employers' associations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",49.93,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NOR","Norway","FX:639","ADM - Records of associations of wage earners and employers' associations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",50.52,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NPL","Nepal","XX:16054","OS - Estimations based on administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",30.16,,,,
"NPL","Nepal","XX:16054","OS - Estimations based on administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",38.88,,,,
"NPL","Nepal","XX:16054","OS - Estimations based on administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",32.91,,,,
"NZL","New Zealand","FI:109","ADM-RWO - Union Membership Return Report","ILR_TUMT_NOC_RT","Trade union density rate (%)","2020",18.89,,,,
"NZL","New Zealand","FI:109","ADM-RWO - Union Membership Return Report","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",18.79,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NZL","New Zealand","FI:109","ADM-RWO - Union Membership Return Report","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",19.23,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NZL","New Zealand","FI:109","ADM-RWO - Union Membership Return Report","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",18.46,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NZL","New Zealand","FI:109","ADM-RWO - Union Membership Return Report","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",18.77,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NZL","New Zealand","FI:109","ADM-RWO - Union Membership Return Report","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",17.79,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NZL","New Zealand","FI:109","ADM-RWO - Union Membership Return Report","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",18.48,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NZL","New Zealand","FI:109","ADM-RWO - Union Membership Return Report","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",19.47,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NZL","New Zealand","FI:109","ADM-RWO - Union Membership Return Report","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",20.34,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NZL","New Zealand","FI:109","ADM-RWO - Union Membership Return Report","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",20.52,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"NZL","New Zealand","FI:109","ADM-RWO - Union Membership Return Report","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",21.43,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"PAK","Pakistan","EA:13416","OE - Estimates based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",4.73,,,,
"PAN","Panama","EA:13415","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",26.32,,,,
"PAN","Panama","EA:13415","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",26.33,,,,
"PAN","Panama","EA:13415","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",24.5,,,,
"PAN","Panama","EA:13415","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",19.58,,,,
"PAN","Panama","EA:13415","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",17.49,,,,
"PAN","Panama","EA:13415","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",16.81,,,,
"PAN","Panama","EA:13415","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",15.51,,,,
"PAN","Panama","EA:13415","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",15.3,,,,
"PER","Peru","FX:379","ADM - Electronic reports","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",2.28,,,,
"PER","Peru","FX:379","ADM - Electronic reports","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",2.76,,,,
"PER","Peru","FX:379","ADM - Electronic reports","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",2.76,,,,
"PER","Peru","FX:379","ADM - Electronic reports","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",3.13,,,,
"PER","Peru","FX:379","ADM - Electronic reports","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",3.21,,,,
"PER","Peru","FX:379","ADM - Electronic reports","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",3.2,,,,
"PER","Peru","FX:379","ADM - Electronic reports","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",2.15,,,,
"PER","Peru","FX:379","ADM - Electronic reports","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",2.05,,,,
"PER","Peru","FX:379","ADM - Electronic reports","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",1.93,,,,
"PHL","Philippines","FI:644","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2020",8.49,,,,
"PHL","Philippines","FI:644","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",7.59,,,,
"PHL","Philippines","FI:644","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",7.7,,,,
"PHL","Philippines","FI:644","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",7.95,,,,
"PHL","Philippines","FI:644","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",8.03,,,,
"PHL","Philippines","FI:644","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",8.51,,,,
"PHL","Philippines","FI:644","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",8.84,,,,
"PHL","Philippines","FI:644","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",8.52,,,,
"PHL","Philippines","FI:644","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",8.58,,,,
"PHL","Philippines","FI:644","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",8.71,,,,
"PHL","Philippines","FI:644","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",8.78,,,,
"POL","Poland","XX:8277","OS - Estimations based on self-declared membership of affiliated and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",12.71,,,,
"POL","Poland","XX:8277","OS - Estimations based on self-declared membership of affiliated and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",13.38,,,,
"POL","Poland","XX:8277","OS - Estimations based on self-declared membership of affiliated and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",13.99,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"POL","Poland","XX:8277","OS - Estimations based on self-declared membership of affiliated and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",16.48,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"POL","Poland","XX:8277","OS - Estimations based on self-declared membership of affiliated and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",16.98,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"POL","Poland","XX:8277","OS - Estimations based on self-declared membership of affiliated and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",17.25,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"POL","Poland","XX:8277","OS - Estimations based on self-declared membership of affiliated and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",19.98,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"PRT","Portugal","FX:8278","ADM - Records of main union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",15.29,,,,
"PRT","Portugal","FX:8278","ADM - Records of main union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",16.05,,,,
"PRT","Portugal","FX:8278","ADM - Records of main union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",17.1,,,,
"PRT","Portugal","FX:8278","ADM - Records of main union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",18.9,,,,
"PRT","Portugal","FX:8278","ADM - Records of main union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",18.8,,,,
"PRT","Portugal","FX:8278","ADM - Records of main union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",19.8,,,,
"PRY","Paraguay","BX:534","HS - Continous Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",6.93,,,,
"PRY","Paraguay","BX:534","HS - Continous Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",6.91,,,,
"PRY","Paraguay","BX:534","HS - Continous Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",6.4,,,,
"PRY","Paraguay","BX:534","HS - Continous Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",7.03,,,,
"PRY","Paraguay","BX:534","HS - Continous Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",6.8,,,,
"PRY","Paraguay","BX:534","HS - Continous Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",6.52,,,,
"PRY","Paraguay","BX:534","HS - Continous Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",8.74,,,,
"PRY","Paraguay","BX:534","HS - Continous Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",8.26,,,,
"PRY","Paraguay","BX:534","HS - Continous Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",6.4,,,,
"PRY","Paraguay","BX:534","HS - Continous Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",8.1,,,,
"PSE","Occupied Palestinian Territory","BA:592","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",21.28,,,,
"PSE","Occupied Palestinian Territory","BA:592","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",22.78,,,,
"PSE","Occupied Palestinian Territory","BA:592","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",19.8,,,,
"PSE","Occupied Palestinian Territory","BA:592","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",22.25,,,,
"PSE","Occupied Palestinian Territory","BA:592","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",30.14,,,,
"PSE","Occupied Palestinian Territory","FX:786","ADM - Records of the Labour Relations Department","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",8.53,,,,
"PSE","Occupied Palestinian Territory","FX:786","ADM - Records of the Labour Relations Department","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",17.88,,,,
"ROU","Romania","FI:824","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",21.39,,,,
"ROU","Romania","FI:824","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",21.61,,,,
"ROU","Romania","FI:824","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",25.2,,,,
"ROU","Romania","FI:824","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",26.7,,,,
"ROU","Romania","FI:824","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",30.5,,,,
"ROU","Romania","FI:824","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",35.4,,,,
"RUS","Russian Federation","FI:13420","ADM-RWO - Records of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",27.45,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"RUS","Russian Federation","FI:13420","ADM-RWO - Records of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",28.01,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"RUS","Russian Federation","FI:13420","ADM-RWO - Records of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",28.28,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"RUS","Russian Federation","FI:13420","ADM-RWO - Records of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",28.92,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"RUS","Russian Federation","FI:13420","ADM-RWO - Records of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",29.76,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"RUS","Russian Federation","FI:13420","ADM-RWO - Records of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",31.08,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"RUS","Russian Federation","FI:13420","ADM-RWO - Records of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",32.97,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"RUS","Russian Federation","FI:13420","ADM-RWO - Records of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",33.73,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"RWA","Rwanda","BA:1590","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",5.86,,,,
"RWA","Rwanda","BA:1590","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",4.97,,,,
"RWA","Rwanda","BA:1590","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",5.41,,,,
"SDN","Sudan","BA:1603","LFS - Labor Market Panel Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",30.41,,,,
"SEN","Senegal","EA:13417","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",7.36,,,,
"SEN","Senegal","EA:13417","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",9.69,,,,
"SEN","Senegal","EA:13417","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",7.96,,,,
"SEN","Senegal","EA:13417","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",8.27,,,,
"SEN","Senegal","EA:13417","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",14.1,,,,
"SEN","Senegal","EA:13417","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",13.86,,,,
"SEN","Senegal","EA:13417","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",14.11,,,,
"SEN","Senegal","EA:13417","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",13.73,,,,
"SEN","Senegal","EA:13417","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",13.57,,,,
"SGP","Singapore","XX:8299","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",22.18,,,"S9:4134","Reference group coverage: Including non residents"
"SGP","Singapore","XX:8299","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",21.94,,,"S9:4134","Reference group coverage: Including non residents"
"SGP","Singapore","XX:8299","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",22.16,,,"S9:4134","Reference group coverage: Including non residents"
"SGP","Singapore","XX:8299","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",21.8,,,"S9:4134","Reference group coverage: Including non residents"
"SGP","Singapore","XX:8299","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",21.21,,,"S9:4134","Reference group coverage: Including non residents"
"SGP","Singapore","XX:8299","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",20.84,,,"S9:4134","Reference group coverage: Including non residents"
"SGP","Singapore","XX:8299","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",20.41,,,"S9:4134","Reference group coverage: Including non residents"
"SGP","Singapore","XX:8299","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",19.35,,,"S9:4134","Reference group coverage: Including non residents"
"SGP","Singapore","XX:8299","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",18.91,,,"S9:4134","Reference group coverage: Including non residents"
"SGP","Singapore","XX:8299","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",18.03,,,"S9:4134","Reference group coverage: Including non residents"
"SLE","Sierra Leone","BA:1629","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",23.7,,,,
"SLV","El Salvador","EA:13419","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",8.73,,,,
"SLV","El Salvador","EA:13419","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",10.82,,,,
"SLV","El Salvador","EA:13419","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",17.4,,,,
"SLV","El Salvador","EA:13419","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",12.92,,,,
"SLV","El Salvador","EA:13419","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",12.53,,,,
"SLV","El Salvador","EA:13419","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",15.97,,,,
"SLV","El Salvador","EA:13419","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",9.84,,,,
"SLV","El Salvador","EA:13419","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",14.07,,,,
"SLV","El Salvador","EA:13419","OE - Estimates based on various sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",15.16,,,,
"SOM","Somalia","BA:15656","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",11.8,,,,
"SRB","Serbia","FI:827","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",33.28,,,,
"SVK","Slovakia","FX:662","ADM - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",11.08,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"SVK","Slovakia","FX:662","ADM - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",11.11,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"SVK","Slovakia","FX:662","ADM - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",11.41,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
